locker_id,assigned_warehouse_id,assigned_warehouse_name,demand,served,unserved,km_to_assigned,assigned_p_late,expected_late_orders,expected_late_cost
PL001,EW_1,Stockholm Hub,287.0,287.0,0.0,25.024250936278516,0.03799999999999992,10.905999999999977,2181.1999999999953
PL002,EW_1,Stockholm Hub,278.0,278.0,0.0,25.098236285789916,0.03799999999999992,10.563999999999979,2112.7999999999956
PL003,NW_2,Tumba Depot,307.0,307.0,0.0,19.159052260304993,0.05700000000000005,17.499000000000017,3499.8000000000034
PL004,EW_1,Stockholm Hub,268.0,268.0,0.0,25.778563559527825,0.03799999999999992,10.18399999999998,2036.7999999999959
PL005,EW_1,Stockholm Hub,291.0,291.0,0.0,26.537502002315662,0.03799999999999992,11.057999999999977,2211.5999999999954
PL006,EW_1,Stockholm Hub,283.0,283.0,0.0,26.079926652406094,0.03799999999999992,10.753999999999978,2150.7999999999956
PL007,EW_1,Stockholm Hub,250.0,250.0,0.0,26.795049848181296,0.03799999999999992,9.49999999999998,1899.9999999999961
PL008,NW_2,Tumba Depot,253.0,253.0,0.0,19.710434053736588,0.05700000000000005,14.421000000000014,2884.2000000000025
PL009,EW_1,Stockholm Hub,275.0,275.0,0.0,25.370704317956378,0.03799999999999992,10.449999999999978,2089.9999999999955
PL010,EW_1,Stockholm Hub,313.0,313.0,0.0,26.39844490637438,0.03799999999999992,11.893999999999975,2378.799999999995
PL011,EW_1,Stockholm Hub,296.0,296.0,0.0,27.414022318060688,0.03799999999999992,11.247999999999976,2249.5999999999954
PL012,EW_1,Stockholm Hub,272.0,272.0,0.0,26.076840035814516,0.03799999999999992,10.335999999999979,2067.1999999999957
PL013,EW_1,Stockholm Hub,307.0,307.0,0.0,25.633409942163606,0.03799999999999992,11.665999999999976,2333.1999999999953
PL014,NW_2,Tumba Depot,278.0,278.0,0.0,19.933492326740424,0.05700000000000005,15.846000000000014,3169.200000000003
PL015,EW_1,Stockholm Hub,296.0,296.0,0.0,27.27693447546183,0.03799999999999992,11.247999999999976,2249.5999999999954
PL016,EW_1,Stockholm Hub,297.0,297.0,0.0,25.495958277250963,0.03799999999999992,11.285999999999976,2257.1999999999953
PL017,EW_1,Stockholm Hub,264.0,264.0,0.0,25.99720399184341,0.03799999999999992,10.031999999999979,2006.3999999999958
PL018,NW_2,Tumba Depot,281.0,281.0,0.0,17.71409918493476,0.05700000000000005,16.017000000000014,3203.400000000003
PL019,EW_1,Stockholm Hub,286.0,286.0,0.0,27.04340817624187,0.03799999999999992,10.867999999999977,2173.5999999999954
PL020,EW_1,Stockholm Hub,255.0,255.0,0.0,26.50666083101308,0.03799999999999992,9.68999999999998,1937.999999999996
PL021,EW_1,Stockholm Hub,286.0,286.0,0.0,24.565626208736525,0.03799999999999992,10.867999999999977,2173.5999999999954
PL022,NW_2,Tumba Depot,271.0,271.0,0.0,17.697391460516346,0.05700000000000005,15.447000000000013,3089.400000000003
PL023,EW_1,Stockholm Hub,292.0,292.0,0.0,25.102356403335108,0.03799999999999992,11.095999999999977,2219.1999999999953
PL024,EW_1,Stockholm Hub,261.0,261.0,0.0,25.966184768621442,0.03799999999999992,9.91799999999998,1983.599999999996
PL025,NW_2,Tumba Depot,295.0,295.0,0.0,19.03546126922041,0.05700000000000005,16.815000000000015,3363.000000000003
PL026,EW_1,Stockholm Hub,289.0,289.0,0.0,27.073867762438883,0.03799999999999992,10.981999999999978,2196.3999999999955
PL027,EW_1,Stockholm Hub,285.0,285.0,0.0,25.90165015115074,0.03799999999999992,10.829999999999979,2165.999999999996
PL028,EW_1,Stockholm Hub,275.0,275.0,0.0,26.468371637307598,0.03799999999999992,10.449999999999978,2089.9999999999955
PL029,EW_1,Stockholm Hub,291.0,291.0,0.0,26.031298646411827,0.03799999999999992,11.057999999999977,2211.5999999999954
PL030,EW_1,Stockholm Hub,262.0,262.0,0.0,24.73467189590527,0.03799999999999992,9.95599999999998,1991.199999999996
PL031,EW_1,Stockholm Hub,284.0,284.0,0.0,26.30913034712798,0.03799999999999992,10.791999999999978,2158.3999999999955
PL032,EW_1,Stockholm Hub,303.0,303.0,0.0,25.199220480369085,0.03799999999999992,11.513999999999976,2302.799999999995
PL033,EW_1,Stockholm Hub,259.0,259.0,0.0,27.286932584634435,0.03799999999999992,9.84199999999998,1968.3999999999958
PL034,EW_1,Stockholm Hub,293.0,293.0,0.0,25.669669904755796,0.03799999999999992,11.133999999999977,2226.7999999999956
